"customer_id","total_orders","total_spent","avg_item_revenue"
"13148","26","8497.82","11.137379"
"14286","7","8479.76","16.993507"
"18139","6","8438.34","53.071321"
"13047","24","8428.53","22.297698"
"14160","7","8421.47","78.705327"
"17396","14","8409.60","178.927660"
"15984","30","8393.02","11.990029"
"14676","12","8356.79","62.833008"
"14057","22","8346.66","18.672617"
"17611","28","8337.53","7.497779"
"13206","13","8308.19","14.678781"
"12643","12","8304.82","162.839608"
"17686","9","8296.81","19.339883"
"12637","12","8283.81","13.491547"
"15998","16","8274.14","5.806414"
"15034","14","8231.20","10.945745"
"13381","12","8224.37","23.102163"
"13139","8","8202.98","30.954642"
"16722","22","8189.56","21.665503"
"17365","15","8184.49","10.307922"
"13426","22","8167.38","23.811603"
"13715","17","8153.04","15.923906"
"14056","23","8152.71","7.493300"
"16672","20","8134.94","71.359123"
"17593","11","8092.32","19.834118"
"15955","22","8085.98","23.643216"
"17426","13","8077.77","18.917494"
"16767","15","8056.76","25.098941"
"16670","20","8030.15","16.557010"
"14525","17","8026.54","15.259582"
"18041","38","8018.77","9.637945"
"16556","17","8012.58","16.623610"
"13869","10","7996.87","9.542804"
"13174","12","7995.36","8.523838"
"12428","9","7956.46","27.062789"
"16303","7","7928.27","27.721224"
"14291","23","7904.10","16.000202"
"13871","17","7885.85","19.616542"
"14159","20","7860.80","4.281481"
"15622","17","7852.61","18.433357"
"17085","28","7847.67","7.951033"
"12757","13","7834.65","21.523764"
"12867","13","7829.26","7.456438"
"16592","28","7807.91","18.242780"
"15544","20","7807.89","14.704124"
"14395","20","7801.93","10.015315"
"17409","10","7793.51","74.937596"
"12720","30","7787.28","16.257370"
"17730","20","7773.80","24.757325"
"17739","18","7730.59","51.883154"
"13534","35","7720.90","19.696173"
"17696","27","7679.59","21.039973"
"14175","8","7678.88","23.199033"
"13141","17","7656.08","18.056792"
"15046","25","7623.79","19.349721"
"14145","7","7600.05","304.002000"
"13373","6","7587.19","21.193268"
"13137","16","7586.94","5.442568"
"13709","18","7571.35","18.602826"
"14030","20","7521.80","9.128398"
"17091","19","7495.75","16.474176"
"15179","13","7491.92","23.859618"
"15581","38","7480.40","10.936257"
"13815","8","7475.74","20.999270"
"16570","20","7434.31","30.847759"
"16242","14","7404.65","11.018824"
"17602","14","7354.43","8.090682"
"13082","21","7335.75","56.866279"
"17238","32","7331.67","6.436936"
"16253","7","7272.20","24.485522"
"14282","25","7250.76","30.337908"
"14092","24","7229.45","19.381903"
"14243","17","7217.75","19.883609"
"16729","21","7205.33","10.983735"
"14800","17","7191.33","11.985550"
"14688","28","7190.42","14.704335"
"16745","17","7180.70","20.227324"
"14841","14","7163.00","23.876667"
"15950","10","7120.91","18.119364"
"15521","16","7098.24","17.613499"
"14113","16","7092.61","58.136148"
"13451","11","7090.06","6.937436"
"17231","25","7064.80","5.882431"
"17769","17","7053.38","12.098422"
"13183","15","7036.18","45.103718"
"17965","29","7006.65","8.576071"
"16938","9","6995.36","8.489515"
"17690","20","6963.80","19.343889"
"12841","40","6958.20","10.804658"
"13552","22","6948.92","33.569662"
"15674","13","6948.23","19.795527"
"16265","12","6935.17","20.579139"
"16187","15","6911.44","23.428610"
"15301","17","6909.67","20.028029"
"12749","9","6897.36","20.406391"
"16170","20","6869.00","15.611364"
"15129","23","6860.18","33.140966"
"18231","28","6854.17","17.896005"
"16401","23","6849.15","18.868182"
"12613","10","6817.37","20.912178"
"12830","6","6814.64","179.332632"
"16145","19","6805.44","17.185455"
"15413","5","6798.72","271.948800"
"12417","20","6797.41","18.421165"
"14401","22","6795.90","25.548496"
"13993","19","6775.71","25.960575"
"13983","21","6753.89","20.781200"
"12662","20","6726.54","17.203427"
"12712","21","6723.03","26.261836"
"15321","12","6709.73","21.714337"
"14844","10","6702.43","24.196498"
"17975","24","6696.33","14.369807"
"13734","4","6695.69","247.988519"
"16497","23","6695.28","19.867300"
"13384","11","6680.83","25.306174"
"17700","14","6679.97","18.555472"
"14461","13","6676.91","10.498286"
"16717","14","6663.68","19.039086"
"17001","19","6640.80","24.148364"
"13953","12","6640.68","265.627200"
"14562","26","6638.15","11.045175"
"13394","19","6621.70","16.189976"
"12626","9","6620.48","22.518639"
"13520","11","6606.00","33.195980"
"13831","18","6585.54","36.184286"
"12843","30","6583.36","30.061005"
"13015","11","6579.78","18.907414"
"13883","15","6560.02","20.759557"
"12836","15","6559.73","15.960414"
"15980","7","6543.68","56.901565"
"14855","7","6520.30","31.499034"
"14221","17","6517.49","18.782392"
"12823","18","6501.50","361.194444"
"13317","19","6486.09","18.909883"
"12779","14","6474.11","24.067323"
"14154","8","6460.70","22.125685"
"15750","18","6452.99","10.291850"
"16940","8","6427.66","10.218855"
"16655","13","6423.26","10.886881"
"12656","8","6407.83","25.942632"
"15514","18","6392.06","20.164227"
"18094","13","6391.52","50.726349"
"12406","5","6390.36","38.496145"
"14388","16","6388.20","16.254962"
"14766","11","6375.73","19.089012"
"12356","6","6371.73","44.871338"
"14702","29","6368.78","9.379647"
"14227","15","6368.71","16.893130"
"12484","12","6354.10","13.490658"
"13590","18","6336.04","15.606010"
"18245","20","6324.98","13.810000"
"13654","11","6308.00","19.173252"
"12913","13","6283.24","68.296087"
"15480","5","6279.00","29.204651"
"13136","13","6274.56","19.919238"
"13615","8","6272.53","17.091362"
"17873","18","6265.33","37.293631"
"14004","11","6258.45","25.968672"
"15369","11","6251.26","105.953559"
"12497","3","6248.50","109.622807"
"17799","20","6246.93","6.910321"
"18118","29","6221.02","4.350364"
"16735","14","6217.41","21.147653"
"12429","8","6204.41","40.551699"
"15673","9","6204.32","23.150448"
"13334","5","6201.80","13.083966"
"16103","22","6191.71","30.958550"
"16156","20","6188.18","23.709502"
"14534","26","6187.66","8.654070"
"15299","10","6156.53","615.653000"
"14390","13","6150.03","13.398758"
"17669","10","6142.35","42.655208"
"13266","19","6135.04","19.983844"
"14852","18","6132.43","19.846052"
"17419","18","6126.25","20.489130"
"13230","30","6120.01","4.892094"
"14180","33","6117.50","21.167820"
"13935","3","6116.92","76.461500"
"14560","44","6114.03","30.570150"
"18178","11","6103.74","17.439257"
"14530","16","6088.87","12.872875"
"18061","28","6083.81","49.867295"
"17509","8","6083.64","16.713297"
"16954","20","6081.88","29.523689"
"12664","11","6070.04","134.889778"
"17644","20","6028.60","18.436086"
"13658","9","6025.50","25.424051"
"17819","12","6021.05","67.652247"
"15372","8","6017.06","105.562456"
"15202","3","6001.49","2000.496667"
"16456","13","6000.94","15.347673"
"12835","41","5996.83","9.750943"
"15755","17","5993.12","16.153962"
"14105","5","5988.83","21.465341"
"17457","14","5984.81","93.512656"
"14440","13","5982.03","46.734609"
"17625","8","5978.90","8.753880"
"14535","9","5973.23","7.240279"
"15785","16","5969.93","26.533022"
"14918","9","5955.81","42.239787"
"12500","19","5955.21","40.789110"
"14257","9","5954.45","24.810208"
"16710","22","5921.35","6.514136"
"15971","18","5902.83","140.543571"
"12455","10","5879.95","25.902863"
"18065","29","5866.63","18.924613"
"17146","13","5852.64","19.443987"
"14112","13","5834.59","17.897515"
"12910","13","5796.52","42.310365"
"18075","20","5783.29","17.904923"
"17672","7","5778.63","28.051602"
"14099","20","5750.91","11.038215"
"16316","13","5744.91","19.343131"
"12615","8","5740.98","21.262889"
"13771","9","5728.82","26.522315"
"13870","15","5712.08","23.701577"
"16607","25","5706.87","19.150570"
"17651","16","5703.52","17.179277"
"16279","9","5698.28","16.374368"
"16458","30","5690.89","14.936719"
"13157","9","5687.36","22.658805"
"12727","10","5679.53","27.977980"
"12633","7","5678.16","18.556078"
"13901","15","5676.34","18.310774"
"17491","17","5653.67","31.941638"
"16409","12","5652.74","7.293858"
"13722","10","5635.41","29.816984"
"16320","6","5628.99","23.356805"
"16003","10","5613.83","27.654335"
"18145","11","5609.74","13.954577"
"16200","12","5608.10","9.148613"
"17838","13","5604.64","22.065512"
"16011","29","5601.01","13.178847"
"15228","6","5580.27","23.847308"
"15854","21","5578.28","21.790156"
"17203","10","5564.09","21.318352"
"14210","16","5556.57","17.696083"
"15527","23","5554.89","16.884164"
"14907","16","5547.72","20.700448"
"14572","11","5526.88","10.901144"
"17069","14","5517.23","19.426866"
"14732","19","5517.07","19.917220"
"17092","11","5511.41","14.059719"
"17204","9","5504.69","31.099944"
"14189","16","5503.15","17.925570"
"13115","10","5494.70","17.499045"
"16609","7","5493.46","19.903841"
"13593","14","5493.29","13.463946"
"13769","20","5478.12","19.920436"
"16992","13","5476.50","19.215789"
"17512","18","5467.82","27.755431"
"12480","7","5464.85","22.582025"
"17685","12","5454.95","27.550253"
"18198","17","5425.56","34.123019"
"12378","2","5416.32","17.994419"
"14626","11","5410.92","23.322931"
"14249","12","5400.46","19.927897"
"17719","15","5396.04","19.693577"
"17612","18","5394.86","15.867235"
"13362","7","5394.07","18.100906"
"13014","11","5381.08","24.022679"
"14459","2","5375.74","47.997679"
"14442","7","5367.02","29.327978"
"17863","12","5360.48","21.021490"
"12362","11","5356.23","20.060787"
"15641","12","5345.55","17.188264"
"16008","15","5339.13","21.103281"
"15628","17","5333.08","17.836388"
"13842","18","5319.34","15.878627"
"17584","6","5309.42","42.817903"
"16546","5","5307.07","60.307614"
"16393","23","5297.77","7.092062"
"15394","11","5286.80","23.289868"
"15152","14","5263.83","17.546100"
"13931","11","5257.38","19.399926"
"13975","12","5256.40","7.132157"
"13107","9","5253.07","29.511629"
"14930","6","5236.73","18.837158"
"12755","11","5236.26","83.115238"
"15722","11","5234.00","29.404494"
"17061","11","5232.23","52.850808"
"12422","17","5231.80","30.417442"
"15606","17","5230.99","36.075793"
"13763","3","5217.44","104.348800"
"15812","12","5201.47","41.611760"
"14546","11","5184.84","6.563089"
"12510","9","5178.02","35.710483"
"17663","17","5175.83","21.747185"
"15796","17","5171.63","17.650614"
"12625","4","5164.88","28.223388"
"17157","19","5151.90","36.538298"
"16153","11","5133.49","22.714558"
"16308","7","5120.00","731.428571"
"12708","18","5117.66","17.289392"
"14713","21","5115.76","7.567692"
"15443","14","5114.23","8.182768"
"12483","19","5097.18","36.936087"
"12594","15","5090.11","25.578442"
"17861","18","5088.29","9.118799"
"14493","10","5087.86","14.332000"
"15367","11","5081.33","18.212652"
"12432","5","5059.32","46.845556"
"17469","17","5051.25","18.918539"
"13634","16","5033.77","11.286480"
"16931","23","5032.22","5.308249"
"12759","8","5020.74","16.624967"
"12444","5","5005.46","28.440114"
"17084","3","5001.21","17.797900"
"17346","26","4998.61","5.415612"
"15898","25","4996.45","8.071809"
"14209","15","4993.27","21.615887"
"14639","9","4978.96","17.051233"
"13198","8","4974.23","15.841497"
"12600","21","4967.42","38.210923"
"12562","9","4966.92","23.994783"
"17758","12","4964.03","9.401572"
"17802","10","4946.22","9.439351"
"12700","4","4939.99","18.432799"
"12347","8","4921.53","22.169054"
"14970","12","4919.35","43.534071"
"16919","24","4909.66","7.996189"
"17314","17","4904.43","19.157930"
"18144","19","4892.95","58.249405"
"15332","6","4892.68","31.770649"
"16986","11","4888.75","28.096264"
"13021","17","4887.24","19.016498"
"13659","12","4884.68","17.827299"
"16686","16","4881.07","4.748123"
"15379","8","4877.84","18.546920"
"14107","11","4877.30","20.666525"
"12688","1","4873.81","28.501813"
"17213","13","4869.40","18.306015"
"17449","13","4868.15","8.335873"
"17652","12","4867.72","18.794286"
"14081","10","4867.57","5.767263"
"17059","9","4864.57","6.746976"
"13495","10","4863.31","36.566241"
"13044","11","4848.05","11.653966"
"13562","8","4838.18","24.684592"
"17567","9","4838.08","24.684082"
"12449","6","4835.89","24.059154"
"14191","15","4817.66","18.179849"
"13875","14","4814.37","17.831000"
"15485","7","4810.92","35.116204"
"13329","8","4808.77","40.752288"
"15529","12","4783.66","6.093834"
"15187","16","4777.18","52.496484"
"17519","15","4774.17","23.402794"
"13988","8","4757.80","16.128136"
"12955","11","4757.16","26.428667"
"17829","5","4756.74","27.817193"
"14825","24","4735.08","15.836388"
"17082","6","4732.03","27.835471"
"16326","24","4721.25","10.109743"
"12395","15","4721.17","19.508967"
"14235","9","4717.99","31.878311"
"13958","8","4709.23","20.745507"
"16905","17","4706.77","14.708656"
"12589","8","4695.66","26.087000"
"15410","10","4685.72","28.924198"
"16904","21","4675.36","5.212219"
"13971","14","4667.57","18.304196"
"15123","5","4656.17","25.443552"
"15484","6","4652.10","19.383750"
"17050","11","4648.59","13.319742"
"12578","4","4642.45","26.990988"
"13124","4","4641.66","16.401625"
"17402","23","4635.56","26.042472"
"18097","11","4627.92","29.666154"
"17400","8","4623.28","9.857740"
"17442","15","4620.30","16.326148"
"12782","11","4618.24","20.344670"
"14441","11","4611.69","29.946039"
"15245","8","4610.84","31.154324"
"12553","12","4608.75","19.364496"
"13851","8","4606.46","32.903286"
"18257","12","4600.15","16.667210"
"17188","13","4592.93","26.703081"
"17508","8","4579.23","19.823506"
"15416","7","4572.82","20.056228"
"13510","11","4558.29","15.772630"
"15365","13","4557.13","20.904266"
"16143","12","4555.08","20.426368"
"14032","16","4546.41","19.767000"
"17613","14","4544.55","14.851471"
"13527","12","4541.29","10.251219"
"13571","26","4537.26","6.741842"
"14685","8","4536.64","24.260107"
"13523","6","4534.57","22.560050"
"12598","11","4534.09","22.010146"
"16255","15","4530.00","8.917323"
"15271","24","4528.54","7.944807"
"14290","8","4516.56","29.910993"
"17308","2","4511.76","644.537143"
"15764","8","4503.08","18.084659"
"14625","11","4497.88","16.909323"
"17596","13","4491.46","9.241687"
"15122","11","4487.27","19.767709"
"14701","15","4487.11","7.541361"
"18064","11","4481.83","70.028594"
"12916","7","4479.73","26.044942"
"12627","7","4478.53","19.471870"
"13491","27","4467.66","17.117471"
"14648","15","4466.65","10.363457"
"18069","11","4464.92","4.603010"
"16912","15","4460.51","25.933198"
"15240","12","4459.98","19.910625"
"17220","21","4457.31","6.632902"
"18093","8","4452.71","72.995246"
"14341","18","4452.02","16.800075"
"17754","13","4451.22","19.960628"
"13435","9","4447.33","29.847852"
"12349","4","4428.69","25.306800"
"15845","11","4426.28","25.438391"
"17138","7","4417.27","17.254961"
"16626","17","4413.10","24.654190"
"16563","6","4412.56","49.579326"
"14211","18","4402.29","18.342875"
"15203","15","4400.18","12.828513"
"13505","4","4393.63","20.435488"
"16732","4","4387.64","19.853575"
"18272","9","4385.98","19.406991"
"14514","9","4380.04","13.730533"
"16118","1","4376.25","106.737805"
"15861","12","4369.20","5.544670"
"13297","7","4368.62","35.517236"
"12752","1","4366.78","82.392075"
"12917","6","4359.20","87.184000"
"12523","23","4352.35","17.479317"
"16283","8","4350.32","7.474777"
"17372","28","4347.31","6.708812"
"12408","8","4340.77","27.300440"
"15633","13","4335.96","24.636136"
"14334","12","4318.48","16.738295"
"12370","7","4316.56","21.475423"
"17191","15","4310.34","8.672716"
"14482","12","4306.72","17.650492"
"12928","12","4304.89","24.049665"
"14854","11","4303.06","20.107757"
"17937","7","4301.22","100.028372"
"13880","17","4293.86","19.254978"
"16858","10","4292.59","34.068175"
"16125","14","4292.35","14.955923"
"18230","9","4291.06","30.650429"
"14307","10","4287.92","16.366107"
"16293","15","4279.20","19.018667"
"16081","8","4278.96","11.627609"
"17930","13","4275.22","49.140460"
"14466","13","4267.15","20.714320"
"14239","21","4263.17","20.300810"
"12360","8","4252.89","19.598571"
"16571","10","4248.74","16.661725"
"12935","15","4243.86","16.708110"
"17728","5","4238.76","17.371967"
"13911","20","4234.99","17.794076"
"16875","11","4234.53","18.411000"
"16712","13","4232.87","8.124511"
"14001","9","4228.85","41.056796"
"17412","16","4220.22","18.509737"
"16743","14","4212.15","11.353504"
"15804","13","4206.39","16.054924"
"18079","5","4203.93","30.911250"
"15518","15","4189.99","9.352656"
"17406","13","4186.95","17.592227"
"14868","12","4184.01","19.829431"
"17738","13","4183.56","18.189391"
"18287","7","4182.99","26.987032"
"16072","4","4180.09","7.872109"
"17673","13","4173.88","8.232505"
"18194","6","4162.04","148.644286"
"14740","11","4161.06","18.013247"
"12653","3","4160.83","48.381744"
"13461","6","4160.00","67.096774"
"16749","2","4157.88","57.748333"
"16209","9","4146.78","61.892239"
"15002","9","4138.08","12.279169"
"12569","32","4124.69","21.939840"
"15493","9","4121.68","6.734771"
"13450","13","4120.04","28.027483"
"14408","11","4102.27","32.048984"
"16477","11","4094.37","16.643780"
"14566","4","4092.00","255.750000"
